freq,C4,C3,CZ,1-2C_R,1-2B_R,1-2A_R,2C-3C_R,2B-3B_R,2A-3A_R,4-3C_R,4-3B_R,4-3A_R,1-2C_L,1-2B_L,1-2A_L,2C-3C_L,2B-3B_L,2A-3A_L,4-3C_L,4-3B_L,4-3A_L
13.25,1.0991923232038143e-12,1.4520601974482618e-12,1.3818203514666167e-12,3.2564711369226693e-13,3.319217855244712e-13,6.377011693604784e-13,1.3248364332306607e-13,1.9687463152111985e-13,3.008596371598507e-13,5.2692942936574177e-14,1.1336860031332321e-13,2.5321815659047605e-13,1.1737889986763679e-13,2.0749845385734718e-13,7.369922436517221e-14,7.788095652447016e-14,8.973561457378147e-14,3.979804259276493e-14,8.058890108528301e-14,1.1282919515585592e-13,5.798604681164549e-14
13.5,1.32119609072853e-12,1.596366058014427e-12,1.531270213728134e-12,3.586849847198972e-13,3.4202606980109363e-13,6.197867484496434e-13,1.213603667044245e-13,1.7079107168590134e-13,1.474326782635109e-13,6.429334184554182e-14,1.0462918001562751e-13,1.7010898767931017e-13,1.0975310741165603e-13,2.2209741341643355e-13,6.733274121684906e-14,7.256000284078929e-14,9.072522753641314e-14,3.195881926927562e-14,6.982414669932653e-14,1.0596311560520904e-13,4.920880756738776e-14
13.75,1.2221670155883207e-12,1.771857047889187e-12,1.4699453649983566e-12,3.856075031591382e-13,4.304246240061838e-13,6.67575748920943e-13,9.186010219822313e-14,1.3297859538959178e-13,1.5135740924443104e-13,5.895163970304648e-14,9.600777754783789e-14,1.7713759705789804e-13,1.1203744159495134e-13,2.421223483520027e-13,6.373276790605414e-14,5.574494704305444e-14,8.808369002527994e-14,3.3678466106928455e-14,7.721327032498925e-14,9.905427614920205e-14,4.9101780093192224e-14
14.0,1.4174678799139256e-12,1.7770801532929263e-12,1.5994616249832747e-12,3.0891802703129904e-13,4.0977515712495103e-13,5.325324669824038e-13,1.091535228188974e-13,1.61174490134899e-13,2.0948905770141363e-13,6.475293668231412e-14,1.0315778588872557e-13,1.9686938105364454e-13,1.0406396342052489e-13,2.1106514904572067e-13,6.215000187690747e-14,1.084256003988529e-13,1.697775473799516e-13,3.4613782712853435e-14,9.208307626953575e-14,1.3404057196749618e-13,5.5755196118889335e-14
14.25,1.2799244762148513e-12,1.2739069567118245e-12,1.3663520067848184e-12,2.4068183698944275e-13,3.5049034288047243e-13,4.4217989943886946e-13,1.4827853251993253e-13,2.2495687447415822e-13,2.6123395193944056e-13,6.124040831332562e-14,9.810256612622176e-14,2.061176332130628e-13,9.387519267561272e-14,1.9700715206279254e-13,6.134103800362691e-14,1.6286049431689136e-13,2.562545472966831e-13,4.164751553672397e-14,1.095370553125998e-13,1.5816485602740542e-13,5.5186121549491124e-14
14.5,1.126158761187383e-12,1.2376860446665324e-12,1.1887664248578115e-12,3.1702264384612845e-13,4.225336813050712e-13,5.739302912023289e-13,1.430195658465242e-13,1.68810630090177e-13,2.3297435167043324e-13,6.557468933592628e-14,8.86499335582241e-14,2.1038347702703693e-13,8.542119181654688e-14,1.7880683861796427e-13,6.953533773734234e-14,1.868725349594753e-13,2.7104164638982426e-13,4.6638481395414294e-14,9.833072788282035e-14,1.3304359578569486e-13,5.531274553156187e-14
14.75,9.409542575058169e-13,1.0497679037556571e-12,9.721738446642346e-13,3.5082585623122497e-13,3.874141732712676e-13,5.778643901461653e-13,1.247661386157456e-13,1.593014752563705e-13,1.9248891551580027e-13,6.367079801484095e-14,1.0913360818073879e-13,2.0352182359357502e-13,8.530524705446481e-14,1.788353728557637e-13,6.207333622948948e-14,1.484072374645257e-13,2.126334278883704e-13,3.693189653209227e-14,8.26852237282079e-14,1.1838083277919194e-13,5.096682228536669e-14
15.0,1.0938424882111374e-12,1.1112183576715016e-12,1.1192237438116279e-12,3.5122884697997833e-13,3.6600614668746756e-13,6.090569830002927e-13,1.0596122872850127e-13,1.4251547643741064e-13,1.5497258786158483e-13,6.110312709105496e-14,9.411247976256775e-14,1.5270402090070881e-13,8.96889579348704e-14,1.6546487337963804e-13,5.057001755009984e-14,7.803184926549779e-14,9.837766247735627e-14,2.867927639077984e-14,5.890147846334811e-14,7.722224006320029e-14,3.8765852017854974e-14
15.25,9.212024936821021e-13,1.0557378738086064e-12,1.0314893266923018e-12,3.038598090393778e-13,3.929363276856432e-13,5.691384921605595e-13,1.0489317738146087e-13,1.2340727711124643e-13,1.3102967916060025e-13,6.228106691535095e-14,1.0458107257467978e-13,1.6229213576540703e-13,8.860658556248822e-14,1.8315061259172547e-13,5.344452013490095e-14,5.940991984497405e-14,7.886018700309552e-14,2.4720623085022948e-14,6.026699219732301e-14,7.572444606848502e-14,4.106667664896159e-14
15.5,9.774681036190571e-13,1.0452346777479462e-12,1.0153660320505166e-12,2.462195207828741e-13,3.397044843437062e-13,5.407553861236791e-13,1.0087983613271723e-13,1.0557597958595557e-13,1.3656854215489418e-13,6.147624512892839e-14,9.700519629875384e-14,1.8620678746912084e-13,9.238643924749055e-14,1.8690563654813268e-13,5.0583424595684324e-14,6.372772416369958e-14,9.00874164462648e-14,2.758949234216625e-14,6.018249081288724e-14,8.121709723003631e-14,3.6872502383153606e-14
15.75,1.0745532778259765e-12,1.2157517854451967e-12,1.1592422378853213e-12,1.960771713955462e-13,2.479445940560566e-13,3.895133120125281e-13,9.95248448655036e-14,1.165035682814448e-13,1.4064234344159233e-13,5.204375997627868e-14,7.719279369868294e-14,1.4714441760307538e-13,7.146606050912679e-14,1.6187262569089622e-13,3.855781003311629e-14,6.863676494117893e-14,8.622630188848786e-14,2.6113312323481094e-14,5.069402795628355e-14,6.198545825351911e-14,3.402537127280344e-14
16.0,1.0063795623387125e-12,9.765610808117726e-13,9.89853848143878e-13,2.0567404029009957e-13,2.487950217944848e-13,3.765254070957682e-13,7.761784969963111e-14,1.0391414018442169e-13,1.2017316587046612e-13,4.056411348330285e-14,7.239999537302206e-14,1.104900885750742e-13,6.961533500452472e-14,1.3060607031177366e-13,4.410436025794046e-14,6.783349049672226e-14,9.134915247048314e-14,2.2433151321428507e-14,5.033631719721813e-14,5.5731315573720963e-14,3.5765561067784697e-14
16.25,9.421071983660213e-13,7.860982415016659e-13,8.162702392710883e-13,1.8572426002075687e-13,1.9619910101383558e-13,3.4285808229390427e-13,7.930411795245489e-14,9.808765715486147e-14,1.0337948609137457e-13,4.0292953369519496e-14,5.889732426760024e-14,1.0339570211461749e-13,7.187698192572245e-14,1.2259745219279744e-13,4.20247223614444e-14,5.979321518168499e-14,8.019438973993976e-14,2.3430696565690573e-14,5.370518374552749e-14,6.118161880376247e-14,3.362067185698741e-14
16.5,1.0080834104428756e-12,9.067262556891926e-13,9.464011653696018e-13,1.9128691616361607e-13,2.425971376807206e-13,3.4078487310372013e-13,7.515422461479438e-14,8.910284065346697e-14,1.019926785965977e-13,3.768730469146133e-14,5.331526413041996e-14,7.876634711030999e-14,8.162822201296739e-14,1.5111316921030949e-13,4.2506211776168973e-14,6.315793380669404e-14,7.797266143294345e-14,2.4488013052127846e-14,5.1975311910569756e-14,5.757784570924603e-14,2.7747057793650438e-14
16.75,1.0166750101754187e-12,9.872625310192207e-13,9.66329041258149e-13,1.6870520351425868e-13,2.2760014023675173e-13,3.0967003170521137e-13,9.270374791405875e-14,1.0301066266543102e-13,1.148712724341964e-13,3.355910592269138e-14,7.154693763455937e-14,8.385833999742289e-14,8.239181730275315e-14,1.3416632873295331e-13,4.1790891153512845e-14,6.373138560730147e-14,8.04199516732013e-14,2.5532619821169917e-14,5.340032963134772e-14,5.5587019913832704e-14,3.320247319336102e-14
17.0,8.496012165813566e-13,8.23706524517823e-13,7.413740452654204e-13,1.7612817490298307e-13,1.9382644978800482e-13,3.0421540300768117e-13,9.30355025149534e-14,1.0186225063791499e-13,1.3404179595669664e-13,3.949942098915233e-14,7.920885180342442e-14,9.975250309964091e-14,6.443974798204234e-14,1.0803732316748899e-13,3.857939478942838e-14,6.091077027504828e-14,7.813316278353362e-14,2.399077214020662e-14,4.1884939350297485e-14,5.076944380692497e-14,3.2544093600958726e-14
17.25,1.0813176557650007e-12,1.0848883825470807e-12,1.0223628781278619e-12,1.704318277794463e-13,2.201335855968015e-13,3.082228756646271e-13,7.031156865284061e-14,9.257460119214207e-14,1.240576267609289e-13,3.699790727312415e-14,7.776309917712705e-14,1.0486310315205874e-13,7.526367645753722e-14,1.15274288401332e-13,4.39225953309511e-14,4.7824240524180324e-14,7.012503716511543e-14,2.5974161541748037e-14,4.711711055315574e-14,5.5635814697683345e-14,3.1603383780381e-14
17.5,1.1729948920480335e-12,1.2139516598080435e-12,1.1575246470207848e-12,1.6101352740946578e-13,1.952842479475985e-13,2.8260245314216615e-13,6.520701372542625e-14,9.852695170295842e-14,1.3357565311620635e-13,3.444674096097903e-14,6.47836398969582e-14,1.0466658326930187e-13,6.62491417260164e-14,1.092554839966701e-13,4.302936706199181e-14,5.756373777637849e-14,7.979356703929034e-14,2.5245235169608836e-14,5.165794446609463e-14,5.558180531518014e-14,3.092253087499688e-14
17.75,1.332631836194959e-12,1.1506517364016665e-12,1.1969054520559877e-12,1.1857272882169712e-13,1.5146055482795236e-13,2.006326191202802e-13,7.928739594235301e-14,1.0558764839061981e-13,1.2132821383872452e-13,3.397442310700245e-14,6.507726844926151e-14,9.237046907496396e-14,7.236978125099678e-14,1.050030261867648e-13,4.1844652818812625e-14,4.8572167115735326e-14,6.29213299565634e-14,1.9622661981852267e-14,5.34109234362323e-14,4.81890615273566e-14,2.7517627861078206e-14
18.0,1.5494138041334277e-12,1.1381526459825436e-12,1.2535175074025872e-12,1.5045294061797193e-13,1.8999996823694863e-13,2.5623482972955194e-13,5.908380437029404e-14,7.077776333495821e-14,1.0481750407807351e-13,3.131562137763602e-14,5.4127780783533255e-14,8.888938244233122e-14,7.186083845093676e-14,1.0006241142057427e-13,4.035008258346359e-14,5.100304728786004e-14,6.19692628929584e-14,2.0274837980582348e-14,4.4778051878232e-14,4.137217264980983e-14,2.996119169117543e-14
18.25,1.3023175614046788e-12,9.866298067956374e-13,1.0387807377866108e-12,1.546882401139747e-13,1.9577088910282441e-13,2.8012633732762644e-13,6.473433356528734e-14,8.240020250596917e-14,1.5512869539074106e-13,3.013460959289162e-14,6.323543461724751e-14,1.0757080414373476e-13,6.983242558332073e-14,1.1165428187938605e-13,3.718719812855125e-14,5.440280029954851e-14,7.345091270938831e-14,2.2234064583532715e-14,4.3996973689320023e-14,4.096308723136292e-14,2.6080566318738507e-14
18.5,1.1439230046810574e-12,1.002881322586999e-12,9.592045243010013e-13,1.1097977407930311e-13,1.3709289423337618e-13,1.8801156701939212e-13,8.121517916482058e-14,9.857808026857898e-14,2.2351012295184458e-13,3.289857700681977e-14,5.941092695401073e-14,1.4055958183731842e-13,7.098506217414183e-14,1.209266363484795e-13,3.8060353452548755e-14,6.274051164014829e-14,7.886616293695172e-14,2.5123208430173287e-14,5.2949855370818854e-14,5.493820865017313e-14,3.3080396449682435e-14
18.75,1.4580766644753882e-12,9.120073249397577e-13,9.263586742583487e-13,1.3894525780984808e-13,1.7586431032097277e-13,2.4539171196348644e-13,8.023823593861788e-14,1.0866193935703841e-13,1.8023399740265398e-13,3.413032704599837e-14,6.047579644718362e-14,1.3695367958561342e-13,6.672800959343409e-14,1.0290583291645878e-13,3.356111031024513e-14,5.318301829676691e-14,6.26111913365984e-14,2.3588165134333665e-14,4.510542570103887e-14,4.69510518938529e-14,3.1190841991047726e-14
19.0,1.4234511256002472e-12,8.519677946990563e-13,8.52777768183135e-13,1.762282631359155e-13,2.0685348942876258e-13,3.166215205098655e-13,7.57527992656917e-14,1.0677973677579734e-13,1.8115155011509796e-13,3.3152379126567397e-14,6.701881322207623e-14,1.239721168137106e-13,6.844135329656717e-14,9.869948925811029e-14,2.951660486017571e-14,4.975475467302742e-14,6.435234055910333e-14,2.2667250031325817e-14,4.3170957573292254e-14,4.32646595290037e-14,3.007832753182391e-14
19.25,1.4005866012525205e-12,7.800940964183814e-13,8.652592694623306e-13,1.485407723156158e-13,1.8698649768945813e-13,2.6267439567420526e-13,8.21831169985546e-14,1.1853120274598219e-13,1.3405324506081089e-13,3.82878680926469e-14,7.854319859030029e-14,9.937000323591748e-14,7.510699197949183e-14,1.1260565386176316e-13,3.6016608495912983e-14,5.5708064877856865e-14,6.720869343143584e-14,2.072917511995685e-14,4.6179945617917513e-14,4.0730178648872684e-14,2.467923698031778e-14
19.5,1.6531008898038042e-12,8.243490351930216e-13,9.879944521188917e-13,9.027597093157883e-14,1.1656122664717846e-13,1.724806359698681e-13,8.10055747176995e-14,1.0030002164037003e-13,8.805459615486301e-14,3.186500033526964e-14,6.261162362626898e-14,7.042085404372641e-14,8.020721361820641e-14,9.295380565713463e-14,4.13285756530857e-14,5.5955497863851145e-14,6.151011658228162e-14,1.915143206325178e-14,5.0381758403118274e-14,3.714151326707158e-14,2.236885591217623e-14
19.75,1.5637052956997573e-12,9.89154353278238e-13,1.0148516118248736e-12,1.270590019801002e-13,1.3978273278192236e-13,2.0248557091881074e-13,6.325170265020072e-14,7.671455128641664e-14,7.993813786599899e-14,3.613575266080768e-14,5.977031387918536e-14,8.109762952095749e-14,7.205887838634415e-14,9.268224395527265e-14,3.85844826971737e-14,4.5624745517257335e-14,6.260188054429135e-14,2.0782653152837897e-14,4.308011128339652e-14,3.7325333430453614e-14,2.4375800185277796e-14
20.0,2.087246345670129e-12,1.0277600915170545e-12,1.1590188707548677e-12,1.1467191322907643e-13,1.3545669346018982e-13,1.754077827046634e-13,5.534844487403059e-14,6.812344732792151e-14,8.028018938751372e-14,3.433660294147214e-14,6.154649005881193e-14,8.071907515032636e-14,7.500877565469832e-14,9.333583562315771e-14,4.251934189042698e-14,4.842351471564633e-14,5.602060254458115e-14,1.969044120698564e-14,4.9951956049631694e-14,4.6818528922165836e-14,2.8183087366342207e-14
20.25,2.5818652059022223e-12,1.218675555236099e-12,1.3983746288038245e-12,1.007935025812012e-13,1.1284461851488548e-13,1.6162110578624032e-13,5.520670818338945e-14,7.983382078840107e-14,8.625486419528427e-14,3.1703453126421874e-14,5.257830936405396e-14,7.101804256052646e-14,7.815915082068846e-14,9.688259412266032e-14,3.593384549101327e-14,4.728473504334765e-14,5.995696580712753e-14,1.9802736622368168e-14,4.2490304925560497e-14,4.285305186649445e-14,2.5393856035510513e-14
20.5,2.3293260558530778e-12,1.1901948816982327e-12,1.2280922899169692e-12,1.0157372960952197e-13,1.2096167948027405e-13,1.8944199685475376e-13,5.408558935142779e-14,8.803810522611295e-14,8.515229206512759e-14,2.621360952944367e-14,4.6384316306948637e-14,5.0859239524693024e-14,6.678633976733525e-14,8.180619157461207e-14,3.249030546538788e-14,3.6086307150176684e-14,5.670647671625217e-14,2.2725288828110056e-14,3.447639871291317e-14,3.549053674403986e-14,2.2785089646453662e-14
20.75,2.6753821285847236e-12,1.253220366155031e-12,1.3984802354365063e-12,9.570258209338479e-14,1.0241272528361126e-13,1.650582666023332e-13,5.613827791561644e-14,7.351505122721816e-14,8.308488995786681e-14,2.84182134128225e-14,4.492471471920311e-14,4.46461683426872e-14,6.754343496617486e-14,9.077779932433464e-14,2.934473475656361e-14,3.4337889736996756e-14,4.076667286753074e-14,2.0298228791097493e-14,4.1400664949577474e-14,3.5956932592892795e-14,2.4218125348098708e-14
21.0,2.298996182234479e-12,1.1077649380145154e-12,1.1889427979887091e-12,1.1780835128378765e-13,1.1728904391508016e-13,1.9030013620040816e-13,5.19367189828131e-14,6.476282188075555e-14,7.029486324381195e-14,2.915827545626627e-14,4.072022407402752e-14,5.518262805426277e-14,7.206232447448468e-14,8.45547441677883e-14,3.220550942219113e-14,3.798691070948995e-14,5.063453634448264e-14,1.8983815907666247e-14,4.3647661151864724e-14,3.4617018796341814e-14,2.688645499388846e-14
21.25,2.5432307529713615e-12,1.1116277258349995e-12,1.306671598882858e-12,1.1265984119175046e-13,1.2365944970035373e-13,1.878509094577654e-13,5.3933779997740265e-14,6.421229954508059e-14,8.027707451843237e-14,3.081888183920461e-14,4.986433833499505e-14,6.930075029229526e-14,9.436370382014777e-14,1.1891381178675862e-13,4.05518756185038e-14,3.979935109760643e-14,5.70277355539648e-14,1.704701080708388e-14,4.6659485604371114e-14,3.9725526294204156e-14,2.3692574090460057e-14
21.5,2.5907614735408108e-12,1.1539468117489815e-12,1.2470941670358811e-12,1.0720914704399068e-13,1.20105412448192e-13,1.8625736053214396e-13,5.63108690443331e-14,7.143085781122142e-14,8.870292594443258e-14,3.4819883181912384e-14,4.980892316452983e-14,8.388335549056867e-14,7.573102856583481e-14,1.0261735781890017e-13,4.1173324579611805e-14,4.070568971677607e-14,5.2929482902140435e-14,1.6409311597673536e-14,4.1740815330282694e-14,3.620804494308109e-14,2.063414921958487e-14
21.75,1.8073956961853402e-12,8.478592362390498e-13,8.882568795167261e-13,1.049545488150583e-13,1.2004163280770867e-13,1.8895213268214778e-13,5.786165886328333e-14,7.815926737488252e-14,9.177726087349465e-14,3.130754304149317e-14,4.804960592333217e-14,6.488032771611317e-14,6.172890198875905e-14,7.973000040086843e-14,3.1305088261728955e-14,3.921672529473606e-14,4.564333257038973e-14,1.6998922352825356e-14,4.1437644142019714e-14,3.677810638770933e-14,1.8985041178298013e-14
22.0,2.3211041320793597e-12,1.0948577829414549e-12,1.211833084866437e-12,1.028306313646899e-13,1.0003397332810928e-13,1.5250748398620033e-13,5.99646227541405e-14,7.618813332329282e-14,8.945731461436647e-14,2.8232654319640363e-14,4.297656711606834e-14,7.315267742809519e-14,6.604209220753847e-14,7.92857940081894e-14,2.854468756559667e-14,3.499712709277176e-14,4.700059525555508e-14,1.863343139742769e-14,4.1655328321948623e-14,4.073422737767954e-14,1.8589103677677474e-14
22.25,2.4040935217910244e-12,1.1464959799796678e-12,1.2845073959463257e-12,1.1055074517893487e-13,1.1247236694889552e-13,1.6447592136226246e-13,6.211526814004878e-14,6.91731482466376e-14,6.04000021308388e-14,2.5593180712705258e-14,4.929873929871067e-14,6.289784755513047e-14,8.01687742609856e-14,8.855594132249662e-14,3.5176646878663233e-14,3.65087073576431e-14,5.2944222427838456e-14,2.0586862616608006e-14,3.5017585873153e-14,2.934672167031711e-14,1.4569164024310308e-14
22.5,2.2942901047703804e-12,1.0446840879929036e-12,1.1235437636419483e-12,1.105291650952144e-13,1.1892007912004951e-13,1.9021368153337828e-13,6.53455570488119e-14,7.948246352624233e-14,6.738738612160506e-14,2.6413879268233673e-14,5.167329384353166e-14,7.267772849195038e-14,8.342328272691484e-14,9.442251480535653e-14,3.518287043322496e-14,3.340760611992344e-14,5.3751070744934405e-14,1.7146780528478835e-14,3.699251819290038e-14,3.058169462814013e-14,1.299817945057648e-14
22.75,1.928393068020199e-12,1.015457748527401e-12,1.062267617222699e-12,1.0080399049080185e-13,1.0918786022494963e-13,1.5739681382118974e-13,5.456249232773831e-14,7.300726079904488e-14,8.814839750964181e-14,2.5626384768789833e-14,4.9386058190649e-14,6.717549885625703e-14,6.976058276840903e-14,7.691119837382024e-14,3.105013809002774e-14,3.6150279911832036e-14,5.0554769276421534e-14,1.6005181589723237e-14,2.823995682416823e-14,2.6379711414019455e-14,2.0870466679281624e-14
23.0,2.4678676027048522e-12,1.0045792349445934e-12,1.2382201482735602e-12,8.175362841589266e-14,9.160721744528225e-14,1.146141864802197e-13,6.77484306732252e-14,8.026884876551971e-14,7.917166965997321e-14,2.637507355524638e-14,4.609304529325738e-14,5.866699360082124e-14,6.949445201336941e-14,7.73951421827847e-14,2.9150554448862324e-14,3.5831352563419826e-14,4.65442357399776e-14,1.6696687534791708e-14,2.7470738211332187e-14,2.90884917751057e-14,1.7481321579386973e-14
23.25,2.7313066828690303e-12,1.0088347240941308e-12,1.2656272414570858e-12,8.313793799503603e-14,1.0061704576544045e-13,1.3392075219320599e-13,5.230944071033296e-14,6.650932919719766e-14,5.939246808782657e-14,2.456092409947013e-14,4.477389150922485e-14,5.263618439268316e-14,5.473008709733939e-14,6.190258278218606e-14,2.6695850283814485e-14,3.109566638705322e-14,4.354107409466914e-14,1.3711380084029831e-14,2.9052141601961474e-14,2.836725143229125e-14,2.0661038226185546e-14
23.5,2.0437875021490664e-12,1.0682996070836078e-12,1.1316893319270847e-12,8.267542372947147e-14,9.093094369143469e-14,1.421955606233921e-13,5.700408431285588e-14,7.673103232236264e-14,6.024177626504151e-14,2.193804311082449e-14,4.6293998108658203e-14,5.4137390754229116e-14,5.706530945505568e-14,6.241841975435833e-14,2.5591545603222365e-14,2.6716051494416843e-14,3.5982783224262376e-14,1.3175659370237789e-14,3.186186705563735e-14,2.7222964489624005e-14,2.2647086123858963e-14
23.75,2.016997918502223e-12,1.4489959786380394e-12,1.2759460310624792e-12,7.80043074673774e-14,8.447457443683208e-14,1.2163316139988024e-13,5.6785950714581586e-14,6.223008929744222e-14,6.766505868749768e-14,2.2382152968202527e-14,4.235736184723869e-14,5.053521466895845e-14,6.799703109767948e-14,8.158548950979829e-14,2.730828297073532e-14,2.5881983123539895e-14,3.949412187323647e-14,1.18640217618966e-14,2.92599413573148e-14,2.9246349227875816e-14,1.8717461345084844e-14
24.0,1.8822558779493005e-12,1.4285387351965082e-12,1.3874670413493406e-12,8.060749545238905e-14,8.909844514985528e-14,1.160027452755909e-13,6.388249842407954e-14,5.925541203366322e-14,6.396116810997269e-14,2.5745429447356204e-14,3.2228312740757934e-14,4.480764543159463e-14,5.2723463038551105e-14,6.714667357553902e-14,2.498286617341581e-14,2.9881720611703686e-14,4.226950955034968e-14,1.620762440684205e-14,2.3842103905982332e-14,2.8141755916110745e-14,2.0420355536568646e-14
24.25,1.763465848688905e-12,1.4568076564561766e-12,1.3607691308365997e-12,8.442337957790909e-14,9.280722703397263e-14,1.2578046855902547e-13,5.894668965385014e-14,6.4848236719227e-14,5.952752839507173e-14,2.9814841254499157e-14,4.0557872129627054e-14,4.36989324592031e-14,5.427180270499649e-14,5.929889799960132e-14,2.845107389946885e-14,2.8261530693875823e-14,4.486085169187087e-14,1.3597305073992644e-14,2.448211992527177e-14,2.246305740115051e-14,2.350488789392684e-14
24.5,1.8150860143999846e-12,1.3028709670109829e-12,1.2778272789742394e-12,9.608138455918951e-14,9.773766101214357e-14,1.356247012649751e-13,4.6121015574970564e-14,4.8374885695516254e-14,4.805642365725489e-14,2.8127757344234264e-14,4.306011056709169e-14,4.621427829300819e-14,5.895995415265525e-14,7.390180001458292e-14,2.871984428503202e-14,3.0603371019374205e-14,4.305238543276755e-14,1.4708287369227284e-14,2.4775198134462947e-14,2.255777699489813e-14,1.913877366922244e-14
24.75,1.5546902669001451e-12,1.0357589548642495e-12,1.0177802979604556e-12,9.90416339633123e-14,8.982568452937787e-14,1.4593468814139642e-13,5.645313999241819e-14,4.686905542794482e-14,6.060092043641564e-14,2.7617875513019617e-14,3.746445077003755e-14,4.121403494300219e-14,5.083270004841918e-14,6.590579416748448e-14,2.4405544024472473e-14,2.81160427133293e-14,4.041054575618197e-14,1.2610576983677788e-14,2.9807301303877e-14,2.694824466220261e-14,1.554472704827315e-14
25.0,1.8113352305458765e-12,1.4258559652734163e-12,1.3206638030438192e-12,1.0563722619013558e-13,8.05842325584191e-14,1.3866446138228748e-13,5.859616144041949e-14,4.6756436783842726e-14,5.616754444780545e-14,2.5270161605800458e-14,3.5369038589802314e-14,3.690915763408139e-14,4.97591957931305e-14,6.035912536042222e-14,2.6000809486270885e-14,2.543566637389495e-14,3.656716511230734e-14,1.1985569553338665e-14,3.2900520753688284e-14,2.466423444271665e-14,1.3936315959452426e-14
25.25,1.8406442776433463e-12,1.3212006330045993e-12,1.3448755246690781e-12,8.972354803931886e-14,8.765667282310948e-14,1.2641744762096105e-13,6.029898235180175e-14,5.129123713166607e-14,4.874006348178752e-14,1.7228766073562987e-14,2.979091798572804e-14,3.4767501445388067e-14,5.165147003759342e-14,6.573752902793759e-14,2.7180667816583592e-14,2.2564135355051685e-14,3.0793824553316436e-14,1.316900401625253e-14,2.593615428245045e-14,2.1555703964359506e-14,1.7063757166275657e-14
